emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
happy,-0.29574152954071525,0.5165565492348404,-0.19747550858181492,0.7212673964889226,-0.2676627208927534,1.2770769389119345,1.1249301309552935,0.010833742942342527,-0.9588056932187581,0.2447437170082197,1.0162057018336248,-0.4412402879870448,0.2932342208949389,1.0907614087947568,0.6734438446765079,0.5100000415490323,0.1755484307485143,-0.3306321869399379,1.7185600172626545,-0.38899537043724086
happy,-0.09945224879131023,-0.2218576555387484,-0.977544298038198,0.1586265025246341,1.2164354758293243,-0.7830381784608816,0.4289470686565017,0.10551041730019463,-0.9588056932187581,1.3183876662023042,1.3842404142509341,1.18952422136106,-0.9206320832230288,-0.91679077746705,0.23939108231135958,1.4012396820258017,-1.250408625592917,-0.9643004753673226,0.6341427331435981,-0.5597144840128846
happy,0.547344089456608,-0.07958385528757048,-0.5557625852452476,-1.0282868891274641,1.0251824182898126,1.2770769389119345,0.8336649769100283,1.5067704394810872,1.0429641866674266,1.6338715986795784,1.8565262291353917,0.6405930114936857,-0.7168349791063109,1.0907614087947568,-0.7386337400888335,-1.0232018096855782,1.0755706325741257,-0.6502542520218453,-1.1935967049055276,-0.7266667809303254
neutral,-2.2392279030610776,-1.013389524896271,-0.20344163331425238,-0.14996876480740542,0.17663309558198675,1.2770769389119345,0.3557969581731738,-0.4488215156476261,1.0429641866674266,0.4458948365955394,0.2920564338459796,-0.3316497201028116,0.9377804028352404,-0.91679077746705,-1.3576326564378118,1.157916389223184,-0.07632501378092213,-0.9677422181029808,0.50127895678018,0.27159957374303134
happy,0.9329605047020669,1.4878290328279526,0.11448983215894878,-0.49605975118464873,0.9150350723145486,1.2770769389119345,0.02617768486525564,0.46858968709957555,-0.9588056932187581,1.1223924668331324,1.4472635326959682,-1.3665708572900674,-1.3709651288223164,1.0907614087947568,0.3394819351660003,-1.4291865239374892,1.0772193460273332,0.7110989591904427,-0.5470483763364239,-0.8311247686620057
angry,-0.4971383432311693,-0.9774753773965545,0.6636741354545171,0.29034496689697076,-0.8222029072226856,-0.7830381784608816,-0.9928817514842436,-0.662031690282517,-0.9588056932187581,-0.9231850531572575,-1.9083894604331297,-0.8374561960044516,-0.4128533024114416,-0.91679077746705,-1.9867182491663429,-0.9340956348064929,0.280362227879702,-0.8136375277374402,-0.7997305716868589,-0.8377904597827921
happy,0.8241422784801982,3.2330737133285066,-1.3270456039437997,-0.9422911547585557,1.9961227517104903,1.2770769389119345,0.32798379679557443,-0.5045681442274859,-0.9588056932187581,1.5417302838462736,1.7640877820808354,-0.9396660976941366,-1.7002371800563443,1.0907614087947568,-1.216363405568007,-0.6911108992874844,1.0776451736411545,-0.21611620097189052,-0.16439741899459878,-0.5386991725512768
happy,-0.2309016041886146,0.037292718083659575,-0.2108730874536331,1.4355344765073377,0.5784606704823415,1.2770769389119345,-0.49101979781568156,0.828051512445547,1.0429641866674266,1.4139500525624118,0.4957240577530572,-0.4595202372339089,-0.242462623605501,1.0907614087947568,1.0751817821886436,-1.2326268928419644,1.074484444673543,0.16124636523556857,-1.1675497633494734,-0.6944608230352971
happy,-0.3482124806820528,1.981741683034604,1.335378830629033,-0.34724292248364186,1.6478268488060013,1.2770769389119345,1.9880805490650895,1.117497391356925,1.0429641866674266,1.3716459528145322,1.1630756769254456,-1.54400142860242,-1.4305214906458945,1.0907614087947568,0.9600821525768127,-0.42365698510451066,1.0746309550881517,0.8508760063140315,-0.2049788463900729,-0.5460954270838331
happy,0.18402794635031536,-0.446618913025835,-0.01621797450293785,-1.1021406863957248,0.11387756860275364,-0.7830381784608816,-0.03428280390941328,-0.7557891902835898,-0.9588056932187581,0.16170011929769648,-0.027268194716207655,0.15149186065993936,0.7084282021107928,-0.91679077746705,-1.6279732964034497,0.9596610061530235,-1.0341887393956322,-0.7463817922504281,-0.2023348193404105,2.4902199980310837
